Cedar Rapids/Iowa City,42.0281,-91.6327
Cedar Rapids/Iowa City,41.9748,-91.7148
Cedar Rapids/Iowa City,42.0249,-91.6224
Cedar Rapids/Iowa City,42.0100,-91.6347
Cedar Rapids/Iowa City,42.0215,-91.6500
Cedar Rapids/Iowa City,41.9639,-91.7266
Cedar Rapids/Iowa City,42.0468,-91.6394
Cedar Rapids/Iowa City,41.6705,-91.5698
Cedar Rapids/Iowa City,41.6685,-91.5687
Cedar Rapids/Iowa City,41.6610,-91.5344
Cedar Rapids/Iowa City,41.6638,-91.5314
Cedar Rapids/Iowa City,41.6638,-91.5311
Cedar Rapids/Iowa City,41.6587,-91.5343
Cedar Rapids/Iowa City,41.6648,-91.5314
Cedar Rapids/Iowa City,41.6610,-91.5341
Cedar Rapids/Iowa City,41.6677,-91.4822
Cedar Rapids/Iowa City,41.6625,-91.5318
Cedar Rapids/Iowa City,41.6428,-91.5074
Cedar Rapids/Iowa City,42.0331,-91.5995
Chatham-Kent,42.3977,-82.1884
Clatskanie,46.1270,-123.3682
Cochrane,51.1839,-114.4725
Columbus,32.4703,-84.9927
Columbus,32.5192,-84.9559
Columbus,32.5556,-84.9270
Columbus,32.5577,-84.9436
Columbus,32.4656,-84.9936
Columbus,32.5382,-84.9550
Columbus,32.4637,-84.9876
Columbus,32.4652,-84.9934
Columbus,32.5340,-84.9666
Columbus,32.5132,-84.9537
Columbus,32.5047,-84.9476
Columbus,32.5393,-84.9607
Columbus,32.4792,-84.9464
Columbus,32.4810,-84.9427
Columbus,32.5321,-84.9557
Columbus,32.4662,-84.9921
Columbus,32.5609,-84.9387
Columbus,32.4688,-84.9914
Columbus,32.5272,-84.9632
Columbus,32.7455,-85.0213
Consort,52.0083,-110.7747
Dalton,34.5251,-84.9397
Dalton,34.4746,-84.9263
Dalton,34.4972,-84.9524
Dalton,34.7525,-84.7679
Dalton,34.7697,-84.9694
Dalton,34.7643,-85.0039
Dalton,34.7596,-84.9923
Dalton,34.7597,-84.9929
Dalton,34.7586,-84.9997
Dalton,34.7742,-84.9678
Dalton,34.7593,-84.9909
Dalton,34.7604,-84.9964
Dalton,34.9429,-85.2229
Dalton,34.9528,-85.2462
Dalton,34.9546,-85.2545
Dalton,34.7051,-85.2950
Dalton,34.9273,-85.1321
Dalton,34.9121,-85.1305
Dalton,34.9152,-85.1079
Dalton,34.8519,-85.2497
Davenport,41.5749,-90.4970
Davenport,41.5385,-90.5225
Davenport,41.5748,-90.4912
Davenport,41.5487,-90.5042
Davenport,41.5254,-90.5071
Davenport,41.5939,-90.5741
Davenport,41.5745,-90.5658
Davenport,41.5604,-90.5716
Davenport,41.5223,-90.5737
Davenport,41.5225,-90.5947
Davenport,41.5709,-90.5154
Davenport,41.5699,-90.5683
Davenport,41.5749,-90.5321
Davenport,41.5747,-90.5432
Davenport,41.5204,-90.5724
Davenport,41.5745,-90.5137
Davenport,41.5590,-90.5686
Davenport,41.5944,-90.6136
Davenport,41.5710,-90.5152
Davenport,41.5747,-90.5170
Des Moines,42.0103,-93.6101
Des Moines,42.0488,-93.6431
Des Moines,41.6150,-93.6776
Des Moines,41.6006,-93.7396
Des Moines,41.6003,-93.7600
Des Moines,41.5833,-93.6279
Des Moines,41.5857,-93.6301
Des Moines,41.5855,-93.6216
Des Moines,41.5872,-93.6374
Des Moines,41.5854,-93.6207
Des Moines,41.5840,-93.6294
Des Moines,41.5908,-93.6114
Des Moines,41.5901,-93.6147
Des Moines,41.6014,-93.5774
Des Moines,41.5459,-93.6452
Des Moines,41.6715,-93.6977
Des Moines,41.6039,-93.6598
Des Moines,41.6151,-93.7720
Des Moines,41.5940,-93.7362
Des Moines,41.5992,-93.7442
Dicky Beach,-26.7836,153.1374
Dubuque,42.5048,-90.6677
Dubuque,42.5125,-90.6499
Dubuque,42.5032,-90.6685
Dubuque,42.4965,-90.6586
Dubuque,42.4957,-90.6640
Dubuque,42.4920,-90.7152
Dubuque,42.4909,-90.7402
Dubuque,42.4955,-90.7264
Dubuque,42.5166,-90.6453
Dubuque,42.4930,-90.7121
Dubuque,42.5043,-90.6646
Dubuque,42.5031,-90.6682
Dubuque,42.4916,-90.7055
Dubuque,42.5002,-90.6677
Dubuque,42.5048,-90.6691
Dubuque,42.4974,-90.6651
Dubuque,42.4963,-90.6658
Dubuque,42.4983,-90.6637
Dubuque,42.5276,-90.6849
Dubuque,42.4964,-90.6590
East Ballina,-28.8627,153.5933
Fernley,39.6075,-119.2527
Flaxton,-26.6521,152.8771
Forrest,-38.5173,143.7143
Gainesville,34.0901,-83.8461
Gainesville,34.6180,-83.5207
Gainesville,34.5330,-83.9854
Gainesville,34.5318,-83.9858
Gainesville,34.5336,-83.9839
Gainesville,34.5410,-83.9893
Gainesville,34.5332,-83.9861
Gainesville,34.1836,-83.9380
Gainesville,34.1857,-83.9262
Gainesville,34.1800,-83.9278
Gainesville,34.2851,-83.8385
Gainesville,34.3002,-83.8580
Gainesville,34.2228,-83.8601
Gainesville,34.3006,-83.8240
Gainesville,34.3166,-83.8272
Gainesville,34.3003,-83.8269
Gainesville,34.7016,-83.7277
Gainesville,34.7024,-83.7345
Gainesville,34.7021,-83.7334
Gainesville,34.6912,-83.7135
Hepburn Springs,-37.3123,144.1387
Hepburn Springs,-37.2755,144.1101
Huskisson,-35.0389,150.6711
Inverloch,-38.6347,145.7287
Lakes Entrance,-37.8784,147.9942
Lakeview,42.1885,-120.3458
Lincoln,40.8143,-96.7072
Lorn,-32.7281,151.5585
Macedon,-37.4232,144.5642
Macon,32.5677,-83.5945
Macon,32.8539,-83.6571
Macon,32.8496,-83.6737
Macon,32.8899,-83.6766
Macon,32.8361,-83.6279
Macon,32.8364,-83.6280
Macon,32.9293,-83.7140
Macon,32.8375,-83.6276
Macon,32.8365,-83.6287
Macon,32.9285,-83.7880
Macon,32.9010,-83.6873
Macon,32.5569,-83.6624
Macon,32.5786,-83.6240
Macon,32.6184,-83.6665
Macon,32.5527,-83.6910
Macon,32.5947,-83.6494
Macon,32.6177,-83.6366
Macon,32.6193,-83.6002
Macon,32.5933,-83.6656
Macon,32.6147,-83.7184
Mayfield,-32.8992,151.7344
Mc Millan,46.3718,-85.7363
Middleton Beach,-35.0259,117.9172
Miller,44.5158,-98.9891
Monroe,42.6063,-89.6535
Montville,-26.6905,152.8937
Ojo Caliente,36.3136,-106.0577
Orlando,28.5404,-81.3811
Orlando,28.4054,-81.5852
Orlando,28.3729,-81.5146
Orlando,28.3713,-81.5177
Orlando,28.4403,-81.4700
Orlando,28.4677,-81.4511
Orlando,28.4371,-81.4715
Orlando,28.4332,-81.4714
Orlando,28.5605,-81.3643
Orlando,28.5578,-81.3645
Orlando,28.4482,-81.4880
Orlando,28.8117,-81.2669
Orlando,28.5436,-81.3515
Orlando,28.5276,-81.5230
Orlando,28.6011,-81.3226
Orlando,28.5974,-81.3572
Orlando,28.5976,-81.3508
Orlando,28.5929,-81.3529
Orlando,28.5967,-81.3653
Orlando,28.5933,-81.3560
Palm Cove,-16.7481,145.6708
Paynesville,-37.9194,147.7228
Penola,-37.3792,140.8374
Pensacola,30.4026,-86.8573
Pensacola,30.4179,-87.2027
Pensacola,30.4251,-87.1819
Pensacola,30.4982,-87.2216
Pensacola,30.4173,-87.2059
Pensacola,30.4030,-87.2133
Pensacola,30.4116,-87.2151
Pensacola,30.4473,-87.2081
Pensacola,30.4101,-87.2092
Pensacola,30.4119,-87.2153
Pensacola,30.4767,-87.2252
Pensacola,30.4074,-87.2111
Pensacola,30.4692,-87.2140
Pensacola,30.3359,-87.1430
Pensacola,30.3355,-87.1426
Pensacola,30.3348,-87.1329
Pensacola,30.3279,-87.1644
Pensacola,30.3426,-87.1492
Pensacola,30.3200,-87.4219
Pensacola,30.3085,-87.4277
Phillip Island,-38.4483,145.2378
Pocatello,43.1903,-112.3415
Pocatello,42.9105,-112.4613
Pocatello,42.6200,-112.0132
Pocatello,42.6192,-112.0127
Pocatello,42.8661,-112.4423
Pocatello,42.8919,-112.4516
Pocatello,42.8928,-112.4410
Pocatello,42.8631,-112.4397
Pocatello,42.8604,-112.4365
Pocatello,42.8639,-112.4524
Pocatello,42.8781,-112.4600
Pocatello,42.8600,-112.4432
Pocatello,42.9012,-112.4320
Pocatello,42.8942,-112.4433
Pocatello,42.8825,-112.4520
Pocatello,42.8640,-112.4525
Pocatello,42.8619,-112.4501
Pocatello,42.8586,-112.4414
Pocatello,42.8912,-112.4485
Pocatello,42.8774,-112.4419
Potrero,32.6134,-116.7047
Princeton,40.3524,-74.6511
Rest of Hawaii,21.6771,-157.9485
Rest of Hawaii,19.6428,-155.9974
Rest of Hawaii,21.2846,-157.8134
Rest of Hawaii,20.7488,-156.4553
Rest of Hawaii,20.7315,-156.4518
Rest of Hawaii,20.6884,-156.4309
Rest of Hawaii,20.7336,-156.4526
Rest of Hawaii,20.8852,-156.6748
Rest of Hawaii,20.8866,-156.6850
Rest of Hawaii,20.9923,-156.6670
Rest of Hawaii,20.9213,-156.6938
Rest of Hawaii,20.8761,-156.6807
Rest of Hawaii,20.9296,-156.3664
Rest of Hawaii,21.2795,-157.8260
Rest of Hawaii,21.2795,-157.8312
Rest of Hawaii,21.2718,-157.8227
Rest of Hawaii,21.2776,-157.8272
Rest of Hawaii,21.2807,-157.8315
Rest of Hawaii,21.2792,-157.8312
Rest of Hawaii,21.2854,-157.8360
Savannah,32.0804,-81.0954
Savannah,32.0529,-81.0966
Savannah,32.0785,-81.0894
Savannah,32.0727,-81.0955
Savannah,32.0775,-81.0911
Savannah,32.0809,-81.0916
Savannah,32.0782,-81.0844
Savannah,32.0798,-81.0875
Savannah,32.0735,-81.0979
Savannah,32.0801,-81.0941
Savannah,32.0795,-81.0905
Savannah,32.0812,-81.0897
Savannah,32.0745,-81.0915
Savannah,32.0807,-81.0971
Savannah,32.0814,-81.0925
Savannah,32.0747,-81.0939
Savannah,32.0798,-81.0897
Savannah,32.0809,-81.0908
Savannah,32.0117,-80.8659
Savannah,31.9958,-80.8483
Singapore,1.2827,103.8600
Singapore,1.2855,103.8594
Singapore,1.2794,103.8404
Singapore,1.2805,103.8417
Singapore,1.2932,103.8536
Singapore,1.2794,103.8430
Singapore,1.3004,103.8594
Singapore,1.3311,103.8071
Singapore,1.2978,103.8146
Singapore,1.3107,103.8621
Singapore,1.3116,103.8604
Singapore,1.2898,103.8559
Singapore,1.2906,103.8600
Singapore,1.2908,103.8602
Singapore,1.2784,103.8409
Singapore,1.3017,103.8584
Singapore,1.2901,103.8392
Singapore,1.3030,103.8582
Singapore,1.2820,103.8483
Singapore,1.2997,103.8520
Sioux City,42.7956,-96.1608
Sioux City,42.4765,-96.3790
Sioux City,42.5026,-96.4173
Sioux City,42.4920,-96.4051
Sioux City,42.4965,-96.4046
Sioux City,42.4391,-96.3479
Sioux City,42.4375,-96.3620
Sioux City,42.4764,-96.3596
Sioux City,42.4985,-96.4048
Sioux City,42.4955,-96.3780
Sioux City,42.4876,-96.3755
Sioux City,42.4931,-96.4064
Sioux City,42.5212,-96.4180
Sioux City,42.4351,-96.3691
Sioux City,42.4944,-96.3959
Sioux City,42.4406,-96.3495
Sioux City,42.5011,-96.4136
Sioux City,42.5106,-96.4204
Sioux City,42.4949,-96.4020
Sioux City,42.4856,-96.4092
Tampa Bay,27.9608,-82.7626
Tampa Bay,27.7700,-82.6369
Tampa Bay,27.7737,-82.6330
Tampa Bay,27.7711,-82.6333
Tampa Bay,27.7755,-82.6322
Tampa Bay,27.9315,-82.4830
Tampa Bay,27.9419,-82.4689
Tampa Bay,27.9442,-82.4693
Tampa Bay,27.9410,-82.4852
Tampa Bay,27.9350,-82.4831
Tampa Bay,27.8484,-82.8433
Tampa Bay,27.7920,-82.6736
Tampa Bay,27.8161,-82.8209
Tampa Bay,28.0829,-82.4129
Tampa Bay,27.8168,-82.6388
Tampa Bay,27.9219,-82.4933
Tampa Bay,27.9936,-82.4510
Tampa Bay,27.9960,-82.4499
Tampa Bay,27.9938,-82.4593
Tampa Bay,27.9599,-82.4351
Tanunda,-34.5196,138.9661
Trentham East,-37.3969,144.4127
Valdosta,30.8468,-83.3191
Valdosta,30.8426,-83.3247
Valdosta,30.8332,-83.2799
Valdosta,30.8164,-83.3171
Valdosta,30.8419,-83.3186
Valdosta,30.8308,-83.2790
Valdosta,30.8308,-83.2792
Valdosta,30.8224,-83.3086
Valdosta,30.8247,-83.3164
Valdosta,30.8509,-83.2808
Valdosta,30.8801,-83.2963
Valdosta,30.8433,-83.2851
Valdosta,30.8465,-83.2810
Valdosta,30.8468,-83.3103
Valdosta,30.8971,-83.3283
Valdosta,30.8415,-83.3190
Valdosta,30.8711,-83.2893
Valdosta,30.8680,-83.2868
Valdosta,30.8316,-83.2796
Valdosta,30.8971,-83.3328
Vernonia,45.8587,-123.1954
Victor Harbor,-35.5537,138.6243
Vineland Station,43.1869,-79.3791
Waterloo,42.5169,-92.4563
Waterloo,42.5464,-92.4507
Waterloo,42.5377,-92.4599
Waterloo,42.5133,-92.4322
Waterloo,42.5126,-92.4322
Waterloo,42.5095,-92.4666
Waterloo,42.5366,-92.4453
Waterloo,42.5219,-92.4440
Waterloo,42.5126,-92.4262
Waterloo,42.5354,-92.4457
Waterloo,42.5375,-92.4457
Waterloo,42.5127,-92.4291
Waterloo,42.5349,-92.4457
Waterloo,42.4773,-92.3230
Waterloo,42.4949,-92.3397
Waterloo,42.4590,-92.3561
Waterloo,42.4997,-92.3772
Waterloo,42.4984,-92.3355
Waterloo,42.4979,-92.3358
Waterloo,42.4656,-92.3234
Weirton,40.3960,-80.5295
Winchester Bay,43.6790,-124.1753
Yorkton,51.2107,-102.4613
Abu Dhabi,24.4955,54.3828
Abu Dhabi,24.4957,54.3829
Abu Dhabi,24.4856,54.3819
Abu Dhabi,24.4776,54.3713
Abu Dhabi,24.4543,54.3808
Abu Dhabi,24.4708,54.3750
Abu Dhabi,24.4694,54.3733
Abu Dhabi,24.4912,54.3657
Abu Dhabi,24.3342,54.5241
Abu Dhabi,24.4853,54.3638
Abu Dhabi,24.4828,54.3662
Abu Dhabi,24.4341,54.4131
Abu Dhabi,24.3631,54.5100
Abu Dhabi,24.4884,54.3714
Abu Dhabi,24.4896,54.3732
Abu Dhabi,24.4909,54.3742
Abu Dhabi,24.4106,54.4872
Abu Dhabi,24.4882,54.3581
Abu Dhabi,24.4876,54.3578
Abu Dhabi,24.4905,54.6069
Dubai,25.0950,55.3105
Dubai,25.2512,55.3092
Dubai,25.2501,55.3019
Dubai,25.1134,55.2153
Dubai,25.2080,55.2619
Dubai,25.2541,55.3287
Dubai,25.2112,55.2820
Dubai,25.1078,55.1787
Dubai,25.2240,55.3515
Dubai,25.2111,55.2564
Dubai,25.1681,55.2115
Dubai,25.1185,55.1985
Dubai,25.2521,55.2881
Dubai,25.2235,55.2826
Dubai,25.2411,55.2734
Dubai,25.1983,55.2785
Dubai,25.1973,55.2786
Dubai,25.1950,55.2793
Dubai,25.2114,55.2743
Dubai,25.2293,55.3255
Sharjah,25.3332,55.3927
Sharjah,25.3381,55.3970
Sharjah,25.3332,55.3927
Sharjah,25.3258,55.3764
Sharjah,25.3245,55.3847
Sharjah,25.3305,55.3709
Sharjah,25.3281,55.3755
Sharjah,25.3551,55.3822
Sharjah,25.3544,55.3829
Sharjah,25.3056,55.3745
Sharjah,25.3084,55.3773
Sharjah,25.3464,55.3905
Sharjah,25.3219,55.3760
Sharjah,25.3484,55.3992
Sharjah,25.3277,55.3878
Sharjah,25.2888,55.4520
Sharjah,25.2978,55.3735
Sharjah,25.3084,55.4583
Sharjah,25.3113,55.4543
Sharjah,25.3104,55.4603
Agra,27.1617,78.0115
Agra,0.0000,0.0000
Agra,27.1608,78.0116
Agra,27.1959,77.9981
Agra,27.2017,78.0076
Agra,0.0000,0.0000
Agra,27.1609,78.0441
Agra,27.1609,78.0441
Agra,0.0000,0.0000
Agra,27.1633,78.0570
Agra,27.1633,78.0570
Agra,27.1651,78.0151
Agra,27.1598,78.0430
Agra,27.1619,78.0402
Agra,0.0000,0.0000
Agra,0.0000,0.0000
Agra,27.1578,78.0473
Agra,27.1617,78.0347
Agra,0.0000,0.0000
Agra,27.1588,78.0454
Ahmedabad,23.0105,72.5376
Ahmedabad,23.0262,72.5720
Ahmedabad,23.0383,72.5124
Ahmedabad,23.0402,72.5018
Ahmedabad,23.0331,72.5098
Ahmedabad,23.0382,72.5125
Ahmedabad,23.0319,72.5113
Ahmedabad,23.0291,72.5570
Ahmedabad,23.0279,72.5116
Ahmedabad,23.0287,72.5600
Ahmedabad,23.0244,72.5590
Ahmedabad,23.0643,72.5316
Ahmedabad,23.0485,72.5240
Ahmedabad,23.0462,72.5377
Ahmedabad,23.0437,72.5498
Ahmedabad,23.0443,72.5505
Ahmedabad,23.0118,72.5073
Ahmedabad,23.0534,72.5181
Ahmedabad,23.0641,72.5222
Ahmedabad,23.0418,72.5281
Ahmedabad,23.0285,72.5435
Allahabad,25.4546,81.8345
Allahabad,25.4534,81.8332
Allahabad,25.4515,81.8326
Allahabad,0.0000,0.0000
Allahabad,25.4577,81.8356
Allahabad,0.0000,0.0000
Allahabad,25.4497,81.8397
Allahabad,25.4503,81.8343
Allahabad,0.0000,0.0000
Allahabad,0.0000,0.0000
Allahabad,0.0000,0.0000
Allahabad,25.4440,81.8602
Allahabad,25.4516,81.8328
Allahabad,25.4598,81.8348
Allahabad,25.4499,81.8362
Allahabad,25.4504,81.8342
Allahabad,25.4524,81.8419
Allahabad,25.4503,81.8317
Allahabad,25.4571,81.8597
Allahabad,25.4547,81.8345
Amritsar,31.6436,74.8844
Amritsar,31.6445,74.8844
Amritsar,0.0000,0.0000
Amritsar,31.6357,74.8759
Amritsar,31.6349,74.8758
Amritsar,31.6357,74.8758
Amritsar,0.0000,0.0000
Amritsar,31.6556,74.8628
Amritsar,31.6504,74.8630
Amritsar,31.6467,74.8649
Amritsar,31.6532,74.8642
Amritsar,31.6240,74.8798
Amritsar,31.6239,74.8746
Amritsar,31.6262,74.8783
Amritsar,31.6260,74.8777
Amritsar,31.6226,74.8796
Amritsar,0.0000,0.0000
Amritsar,31.6244,74.8730
Amritsar,31.6420,74.8840
Amritsar,31.6448,74.8770
Amritsar,0.0000,0.0000
Aurangabad,19.8762,75.3460
Aurangabad,0.0000,0.0000
Aurangabad,19.8747,75.3539
Aurangabad,19.8761,75.3408
Aurangabad,19.8755,75.3671
Aurangabad,19.8744,75.3602
Aurangabad,19.8759,75.3589
Aurangabad,19.8764,75.3648
Aurangabad,19.8741,75.3684
Aurangabad,19.8753,75.3167
Aurangabad,0.0000,0.0000
Aurangabad,19.8796,75.3234
Aurangabad,19.8803,75.3235
Aurangabad,19.8750,75.3224
Aurangabad,19.8780,75.3175
Aurangabad,0.0000,0.0000
Aurangabad,19.8770,75.3724
Aurangabad,19.8887,75.3215
Aurangabad,19.8670,75.3189
Aurangabad,0.0000,0.0000
Bangalore,12.9333,77.6154
Bangalore,12.9702,77.6454
Bangalore,12.9792,77.6407
Bangalore,12.9804,77.6405
Bangalore,12.9703,77.6457
Bangalore,12.9791,77.6406
Bangalore,12.9785,77.6437
Bangalore,12.9062,77.5968
Bangalore,12.9342,77.6158
Bangalore,12.9333,77.6143
Bangalore,12.9344,77.6162
Bangalore,12.9395,77.6260
Bangalore,12.9357,77.6141
Bangalore,12.9499,77.6994
Bangalore,12.9754,77.6967
Bangalore,13.0292,77.5710
Bangalore,12.9725,77.6082
Bangalore,12.9130,77.6832
Bangalore,12.9143,77.6784
Bangalore,12.9722,77.5960
Bhopal,23.2115,77.4194
Bhopal,0.0000,0.0000
Bhopal,23.2143,77.4354
Bhopal,23.1850,77.4172
Bhopal,23.2145,77.4350
Bhopal,23.2324,77.4300
Bhopal,0.0000,0.0000
Bhopal,23.2325,77.4298
Bhopal,0.0000,0.0000
Bhopal,23.2663,77.3796
Bhopal,23.2332,77.4336
Bhopal,0.0000,0.0000
Bhopal,23.2308,77.4370
Bhopal,0.0000,0.0000
Bhopal,23.2342,77.4340
Bhopal,23.2640,77.4082
Bhopal,23.2190,77.3736
Bhopal,23.2346,77.4017
Bhopal,0.0000,0.0000
Bhopal,23.2351,77.3989
Bhubaneshwar,0.0000,0.0000
Bhubaneshwar,20.2863,85.8468
Bhubaneshwar,0.0000,0.0000
Bhubaneshwar,20.3255,85.8178
Bhubaneshwar,20.3263,85.8186
Bhubaneshwar,0.0000,0.0000
Bhubaneshwar,20.3115,85.8339
Bhubaneshwar,20.3018,85.8192
Bhubaneshwar,20.3431,85.8082
Bhubaneshwar,20.3537,85.8227
Bhubaneshwar,20.3532,85.8253
Bhubaneshwar,20.3530,85.8269
Bhubaneshwar,20.3534,85.8260
Bhubaneshwar,20.3435,85.8229
Bhubaneshwar,20.3431,85.8111
Bhubaneshwar,0.0000,0.0000
Bhubaneshwar,20.3535,85.8223
Bhubaneshwar,20.2932,85.8430
Bhubaneshwar,20.2958,85.8452
Bhubaneshwar,20.2924,85.8185
Bhubaneshwar,20.2840,85.8267
Chandigarh,30.7101,76.8012
Chandigarh,30.7051,76.8010
Chandigarh,30.7057,76.8008
Chandigarh,30.7056,76.8006
Chandigarh,30.7051,76.8009
Chandigarh,30.7058,76.8010
Chandigarh,30.7257,76.8052
Chandigarh,30.7249,76.8064
Chandigarh,30.7195,76.8013
Chandigarh,30.7248,76.7656
Chandigarh,30.7215,76.7606
Chandigarh,30.7216,76.7606
Chandigarh,30.7214,76.7603
Chandigarh,30.7211,76.7598
Chandigarh,30.7306,76.8010
Chandigarh,30.7335,76.7976
Chandigarh,30.7408,76.7979
Chandigarh,30.7409,76.7972
Chennai,13.0058,80.2507
Chennai,13.0864,80.2207
Chennai,13.0918,80.2191
Chennai,13.0298,80.2088
Chennai,13.0586,80.2642
Chennai,13.0543,80.2572
Chennai,13.0819,80.2485
Chennai,13.0224,80.2424
Chennai,13.0447,80.2615
Chennai,13.0668,80.2519
Chennai,13.0642,80.2364
Chennai,12.9728,80.2500
Chennai,13.0270,80.2548
Chennai,13.0263,80.1746
Chennai,13.0263,80.2752
Chennai,13.0496,80.2423
Chennai,13.0455,80.2331
Chennai,12.9816,80.2316
Chennai,12.9860,80.2181
Chennai,12.9760,80.2219
Coimbatore,11.0163,76.9721
Coimbatore,11.0225,76.9957
Coimbatore,11.0251,77.0154
Coimbatore,11.0248,77.0070
Coimbatore,11.0222,76.9996
Coimbatore,11.0213,76.9950
Coimbatore,10.9619,76.9711
Coimbatore,11.0019,76.9763
Coimbatore,11.0086,76.9843
Coimbatore,11.0030,76.9754
Coimbatore,11.0018,76.9862
Coimbatore,11.0008,76.9819
Coimbatore,11.0037,76.9765
Coimbatore,11.0037,76.9755
Coimbatore,11.0067,76.9517
Coimbatore,11.0104,76.9530
Coimbatore,11.0261,76.9447
Coimbatore,11.0209,76.9404
Coimbatore,11.0223,76.9983
Coimbatore,10.9941,76.9633
Dehradun,0.0000,0.0000
Dehradun,0.0000,0.0000
Dehradun,30.3353,78.0532
Dehradun,30.3407,78.0602
Dehradun,30.3470,78.0625
Dehradun,30.3613,78.0680
Dehradun,30.3627,78.0689
Dehradun,30.3597,78.0671
Dehradun,30.3327,78.0542
Dehradun,30.3282,78.0491
Dehradun,0.0000,0.0000
Dehradun,0.0000,0.0000
Dehradun,30.3663,78.0705
Dehradun,30.3195,78.0403
Dehradun,0.0000,0.0000
Dehradun,30.3425,78.0612
Dehradun,30.3280,78.0461
Dehradun,0.0000,0.0000
Dehradun,30.3722,78.0772
Dehradun,0.0000,0.0000
Faridabad,28.4901,77.3066
